,States/UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
3698,Coastal Karnataka,1995,3.7,0,0.7,21.1,137.8,535.8,1375.7,685.1,348.5,192,57.4,0,3357.8
3699,Coastal Karnataka,1996,0.3,0,0.4,20.3,26.2,787,1122.6,617.9,289.3,259.5,27.5,37.8,3188.9
3700,Coastal Karnataka,1997,0.7,0,14.9,21.5,23.1,818.6,1494.1,1146,117.1,148.5,109.8,59.2,3953.6
3701,Coastal Karnataka,1998,0,0,1.4,6.6,72,966.4,1092,633.9,572.8,271,80.6,11.3,3707.9
3702,Coastal Karnataka,1999,0,0.4,0.4,7.1,335.5,854.1,1525.9,518.4,186.5,338.2,12.8,0.5,3779.9
3703,Coastal Karnataka,2000,14.9,0.5,0.9,25.8,216.4,966.8,915.6,741.7,279.2,174.7,12.5,2.4,3351.3
3704,Coastal Karnataka,2001,0.6,0.4,0.4,71.4,156.9,930,926.9,654.4,151.8,169.7,48.6,0.6,3111.6
3705,Coastal Karnataka,2002,0.6,11.2,0.5,30.9,164,764.5,545.7,731.3,163.5,360,20.7,0.3,2793.1
3706,Coastal Karnataka,2003,0.1,3.6,8.4,37.3,10.2,973.8,970.6,637.5,236,183.7,10.7,0,3071.9
3707,Coastal Karnataka,2004,0,0,6.3,24.7,329.2,805.8,718.1,874.5,154.4,104.7,52.1,0,3070
3708,Coastal Karnataka,2005,0.5,0.2,0,72.5,45,821.6,1177.3,692,456.2,178.7,24.6,2.3,3470.9
3709,Coastal Karnataka,2006,1,0,4.7,5.9,355.7,800.1,1100.8,855.6,404.1,212,97.4,0,3837.3
3710,Coastal Karnataka,2007,0,0,0.6,40.2,61.1,952,1004.4,980.4,630.5,152.8,37.5,0.8,3860.2
3711,Coastal Karnataka,2008,0,14.8,161.4,33.4,64.3,850.7,687.8,886.3,383.3,91.6,19.3,13.5,3206.4
3712,Coastal Karnataka,2009,0.4,0,35.2,24.5,100.7,450.3,1778.9,486.1,530.7,287.4,132.4,35.4,3862
3713,Coastal Karnataka,2010,14.4,0.4,3.5,62.2,80.2,682.7,1200.2,637.5,468.4,294.7,231.5,11,3686.8
3714,Coastal Karnataka,2011,4.8,3.8,8.7,66.1,49.3,1018.4,1080.5,861.3,545.2,178.8,81.5,10.2,3908.6
3715,Coastal Karnataka,2012,NA,11.4,5.1,77,22.9,650.9,754.6,1027.6,382,115.1,68,3.6,NA
3716,Coastal Karnataka,2013,2.4,19.6,19,28.5,100.4,1153,1515.3,680.2,379.1,265.1,56.9,10,4229.4
3717,Coastal Karnataka,2014,0,0.3,1.9,40.5,181.9,507,1155.4,1121,379.3,226.4,40,30.8,3684.4
3718,Coastal Karnataka,2015,1.4,1,32.3,72.2,150.3,735.3,930.9,575.2,260.3,208.5,124.2,14.3,3106
3719,Coastal Karnataka,2016,0.5,0,0.2,3.8,94.3,963.1,763.1,471.3,225.9,77.4,14.4,5.7,2619.7
3720,Coastal Karnataka,2017,1.1,0,2.5,9.5,129,831.4,820.1,625.2,316.5,185.7,19.4,7.2,2947.6
3721,North Interior Karnataka,1901,3.5,18.8,7.1,67.2,65.5,120.5,151.9,115.1,128.8,80,13.6,0.9,773
3722,North Interior Karnataka,1902,0,0,0.3,22.5,34.4,111.3,83.2,78.1,146.7,118.8,35.7,85.1,716.1
3723,North Interior Karnataka,1903,3.5,0,0.1,6.9,53.4,102.8,209.4,146.4,189.3,166.4,34.3,16,928.5
3724,North Interior Karnataka,1904,0.2,0.3,8.5,11,46.3,120.6,91.6,48.5,165.1,86.5,0,0,578.6
3725,North Interior Karnataka,1905,0,6,2.6,16,51.2,99.6,60.1,139.2,42.2,85,4.4,0,506.2
3726,North Interior Karnataka,1906,21.3,0,0.2,2.6,30,142,120.3,182.1,116,86.2,24.3,58.9,783.8
3727,North Interior Karnataka,1907,1.1,0,12.1,96.9,5.6,90.6,155.1,185.2,165.8,10.3,17.9,6.1,746.7
3728,North Interior Karnataka,1908,1.3,0.3,2.4,16,20.7,62.6,154.9,86.1,232.7,16.9,1.1,0.1,595.1
3729,North Interior Karnataka,1909,2.4,0.1,10.1,11.8,55.3,110.3,140.4,175.6,106.2,50,12,1.6,675.8
3730,North Interior Karnataka,1910,0,0,4.5,2.5,28.2,78.2,127.9,195.5,186.3,104.1,32.3,0,759.4
3731,North Interior Karnataka,1911,0,0,5.1,3.1,43.2,87.6,151.5,71.6,67.4,61.4,8.8,10.3,510
3732,North Interior Karnataka,1912,0,12.5,0,42.6,38.2,43.7,226.2,158,104.4,104.9,28.3,0,758.7
3733,North Interior Karnataka,1913,0,0.9,0,16.3,76.7,104,150.9,45,89.3,85.4,2.5,1.3,572.3
3734,North Interior Karnataka,1914,0,0,0.6,19.5,34.2,74.4,220.9,237.1,152.1,24.9,43,18.2,824.8
3735,North Interior Karnataka,1915,26.5,2.4,25.6,32.4,40.3,107.2,150.1,57.8,173.6,89.3,42.6,5.5,753.3
3736,North Interior Karnataka,1916,0,1.2,0.2,22.7,60.1,97.4,234,82.4,190.8,197.3,201.8,0,1087.9
3737,North Interior Karnataka,1917,0,21.1,22.7,11.7,20.2,117,77.8,164.2,192.6,137.2,59.4,0,823.8
3738,North Interior Karnataka,1918,5.9,0.2,2.3,22.5,117.3,43.3,37,61.2,150.8,19.6,62.5,5.5,528
3739,North Interior Karnataka,1919,10.6,0.3,0.1,13.2,64.7,124.2,72.7,41,228.5,84.3,85,2.5,727.1
3740,North Interior Karnataka,1920,2.6,0,0,25.1,32.3,75.3,82.6,56.5,139.5,54.3,2.2,0,470.3
3741,North Interior Karnataka,1921,0.2,0,1.2,33.6,5.4,63.5,158.2,41.7,49.4,125.3,104.5,0,582.8
3742,North Interior Karnataka,1922,24.5,1.5,0.2,30.2,40.4,70.7,108.1,40.4,35.9,64.9,92.1,0,509
3743,North Interior Karnataka,1923,0.2,13.2,32.9,21.4,28.2,38.2,229.4,64.4,163.1,9.4,0,2.3,602.8
3744,North Interior Karnataka,1924,5.1,0,6,42,22,68.3,120.4,117.9,155.1,37.9,13.4,3.1,591.2
3745,North Interior Karnataka,1925,0,0,7.3,34.3,79,74.1,113.7,77.5,108.7,118.7,16.6,12.9,642.6
3746,North Interior Karnataka,1926,24.8,1,2.1,4.5,37.1,65.5,123,138.4,161.7,22.1,0.8,0,581
3747,North Interior Karnataka,1927,0,1.4,4.4,9.3,34.4,123.9,161,54.3,184.7,24.7,82.7,0,680.8
3748,North Interior Karnataka,1928,0.5,28.4,13.2,18.2,20.5,153.6,130.2,73.4,210.7,102.6,0.3,17,768.5
3749,North Interior Karnataka,1929,2,24.9,2.7,49,37.8,105.6,67.4,33,167.2,91.3,16,1.2,598
3750,North Interior Karnataka,1930,0,0.3,3.1,9.5,56.2,94.1,61,61.1,189.4,130.8,22.8,4.3,632.7
3751,North Interior Karnataka,1931,0,0.1,4.5,30.6,33.1,114.1,134.9,70.1,195.1,51.7,65.6,19.4,719.2
3752,North Interior Karnataka,1932,0,1.9,0.6,24.8,46.5,49.9,165.3,160.4,113.9,146.8,98.5,0.1,808.8
3753,North Interior Karnataka,1933,0.1,2.8,13.6,50.1,84.1,113.2,131.6,158.9,149.4,160.7,52.3,30.4,947.3
3754,North Interior Karnataka,1934,1.2,0,0.3,29.5,9.9,70.8,212.3,98.9,67.5,58.9,41.8,0,591.2
3755,North Interior Karnataka,1935,13.9,0.4,0.1,30.1,13.1,120.8,106.8,204.3,80.5,131.7,11.5,1.7,714.9
3756,North Interior Karnataka,1936,0,18.4,5.9,13.3,50.4,101.5,62.7,59.5,136.4,50.8,62.7,3,564.7
3757,North Interior Karnataka,1937,0,14,12.8,63.4,16.4,54.4,124.8,36.6,109.6,113.5,0,6.9,552.4
3758,North Interior Karnataka,1938,0,4.9,43.4,15.6,45.6,119,142.1,190.4,200.9,44.2,8,1,815.1
3759,North Interior Karnataka,1939,0,0,5.5,11.1,12.9,87.9,113.2,157.8,115.8,122.1,27.6,0,653.9
3760,North Interior Karnataka,1940,2,0,0.1,31,64.5,122.7,118.3,138,111.9,115.2,18.6,14.4,736.8
3761,North Interior Karnataka,1941,10.7,3.9,7.2,11.2,24.9,64.7,106.3,80.3,164.6,52.5,0.3,9.1,535.7
3762,North Interior Karnataka,1942,0,3.2,0.4,30.2,35.7,138.5,111.7,143.7,57.4,33.8,4.2,26.7,585.7
3763,North Interior Karnataka,1943,6.7,0.8,3.1,31.6,117.8,115.6,128.8,71.8,200.9,174.1,28,0,879.2
3764,North Interior Karnataka,1944,0,3.2,30.3,12.3,44.8,92.6,174.6,28,140.5,158.8,37.1,0,722.1
3765,North Interior Karnataka,1945,0.3,0,0,11.2,21.3,69.7,191.9,95.7,92.8,57.6,3.5,0,544
3766,North Interior Karnataka,1946,0,7.6,3.8,44.2,56.8,106.7,135,127.9,146.2,75.5,102,3.3,808.9
3767,North Interior Karnataka,1947,8.6,6.7,11.1,13.9,29,102.9,175.5,217,161.3,38.4,13.4,8.6,786.3
3768,North Interior Karnataka,1948,0.9,0,7.9,40.1,38.2,72.6,110.3,147.3,155.9,79,126.3,0.1,778.3
3769,North Interior Karnataka,1949,0,1.5,6.4,15.2,72.9,82.5,114.1,100.5,265.4,94.1,10.7,0,763.3
3770,North Interior Karnataka,1950,0,6.8,4,8.2,51.9,94.9,122.6,120.8,180.4,109.8,7,0,706.5
3771,North Interior Karnataka,1951,0,0,4.5,17.3,63.8,117.6,179,64.8,149,101.2,10.4,0.8,708.4
3772,North Interior Karnataka,1952,0,8,0.1,32.1,98.3,52.9,132,64.7,85.2,141.6,0,13.7,628.5
3773,North Interior Karnataka,1953,0,0,0.1,38.9,5.8,127.8,192.4,91.6,186.2,248.3,0,0,891.2
3774,North Interior Karnataka,1954,0,0,16.9,19.7,44.9,80.1,216.4,152.7,78.2,62.8,0.2,11.4,683.3
3775,North Interior Karnataka,1955,0.1,0,10,30.7,92.4,128.7,140.7,223.3,197.2,132,12,0,967.1
3776,North Interior Karnataka,1956,0,2.8,1.1,30.2,64,96.8,314.1,117.9,144.9,164.6,100.1,2.4,1039
3777,North Interior Karnataka,1957,0,0.9,5.5,25.5,70,115.4,146.6,188.8,87.8,174.3,23.1,0,837.8
3778,North Interior Karnataka,1958,2,0.2,7.3,46,100.3,55.2,174.8,179.7,71.2,83.7,31,0.5,752
3779,North Interior Karnataka,1959,0.1,0,0.6,26.2,43.8,163.2,155.1,90.6,148.8,52.3,17.2,0.6,698.5
3780,North Interior Karnataka,1960,0,0,14.9,17.2,79.6,86.8,96.4,29.4,313.9,32.9,20.4,0.1,691.6
3781,North Interior Karnataka,1961,0.1,0.6,6.4,32.1,102.1,99.9,245.4,78.4,33.1,144.9,5.6,0,748.6
3782,North Interior Karnataka,1962,0,5,2.9,58.8,52.5,82.1,140.1,144.7,165.7,99.3,25.4,62.4,839.1
3783,North Interior Karnataka,1963,0,10.9,33.9,34.4,78.9,113.1,73.9,195.5,63,178.6,1,0,783.1
3784,North Interior Karnataka,1964,0,0.8,4.3,16.9,14.6,97.6,211.7,129.2,289.1,110.8,22.4,2.4,899.8
3785,North Interior Karnataka,1965,1.3,0,0.5,14,17.2,110.4,185.9,120,150.1,3.8,2.8,26.8,632.9
3786,North Interior Karnataka,1966,13.4,0.3,5.5,10.6,82.9,68.9,145.5,80.7,160.6,54.8,92,8.4,723.6
3787,North Interior Karnataka,1967,1.2,0,11.8,34.6,32.5,74.1,187.1,72.5,141.9,80,1.7,8.4,645.7
3788,North Interior Karnataka,1968,1.9,15.8,2.7,41.2,32.2,92.4,162.3,47.6,202.5,98.5,29.9,0.3,727.3
3789,North Interior Karnataka,1969,0,0,4.1,14.9,40.6,89.4,151.1,159.2,121.5,113.7,33.5,1.3,729.1
3790,North Interior Karnataka,1970,0.4,0.2,1,31.5,76.5,80.7,131.5,199.9,173.2,95.7,0,0,790.8
3791,North Interior Karnataka,1971,0.9,0,0.3,23.9,69.3,102.2,53.7,121,109,131.2,0.6,0,612.1
3792,North Interior Karnataka,1972,0,2.4,1.3,19.5,45.9,79.4,100.8,40.7,126.3,47.2,34.4,1.4,499.4
3793,North Interior Karnataka,1973,0,0,0.2,10.1,29.7,136.2,101.3,154,100.6,212.5,5.6,0.5,750.8
3794,North Interior Karnataka,1974,0,0,5,23.9,83.9,93.3,98.9,92.2,242.5,176.9,0.5,0,817.3
3795,North Interior Karnataka,1975,8.2,1.1,5.6,7.2,59.6,104.2,238.6,109.6,214.8,323.1,21.6,0.1,1093.7
3796,North Interior Karnataka,1976,0,0,5.5,35.1,11.1,82.5,131.6,147.9,74.1,15.6,57.9,0.1,561.3
3797,North Interior Karnataka,1977,0,1.2,10.7,34.8,75,170.3,144.4,135.9,70.5,134.2,72.3,0.6,849.9
3798,North Interior Karnataka,1978,0.5,13.2,0.8,35.1,76.9,102,165.9,160.3,204.8,85.9,55.1,4.3,904.9
3799,North Interior Karnataka,1979,2,13.1,2.4,7.3,60.7,141.7,125.4,168.8,291.4,54.5,95.8,0.1,963.2
3800,North Interior Karnataka,1980,0.1,0,1.6,51.5,20.1,149.1,126,171.6,125.9,19.8,22.6,3.4,691.7
3801,North Interior Karnataka,1981,6.2,0,10.3,12.1,39.6,160.8,127.5,151.9,284.3,68.3,16.1,0.1,877.3
3802,North Interior Karnataka,1982,0.1,0,0.8,13.8,59.8,87.2,163.4,83.2,145.5,83.8,43.8,0,681.4
3803,North Interior Karnataka,1983,0,0,0,0.2,24.5,167.4,135.1,169,198.1,66.5,8.3,8.7,777.9
3804,North Interior Karnataka,1984,0.4,3.9,6.2,14.3,8,64.1,217.4,62.1,127.1,113.5,1.1,0.1,618.1
3805,North Interior Karnataka,1985,2.9,0,6.8,20.8,34.1,86.6,109.7,67.7,75.8,94.7,1.4,0.6,501.2
3806,North Interior Karnataka,1986,11,7.4,1.4,23.2,38.1,124.9,76.1,129,114.1,29.5,60.4,5.3,620.4
3807,North Interior Karnataka,1987,0.4,0.9,0.5,2,44.9,124,83.1,166.6,109.3,119.7,68.9,26.8,747.4
3808,North Interior Karnataka,1988,1.3,1.6,1.5,38.3,34.5,77.2,170.6,219.5,214.2,16.1,2,18.8,795.4
3809,North Interior Karnataka,1989,0,0,21.6,10.7,28.5,102,199.6,64.1,203.3,23.3,8.9,14.1,676.2
3810,North Interior Karnataka,1990,4.8,0,0.1,7.8,127.3,129.7,96.2,170,64.2,95.6,23.3,0,719
3811,North Interior Karnataka,1991,0.2,0,1.3,47.3,59.8,235.7,155.6,94,67.6,49.6,8.9,0,720
3812,North Interior Karnataka,1992,0,0,0,12.7,48.1,108,100,121,85.1,68,125.4,0,668.3
3813,North Interior Karnataka,1993,0,0.1,6.5,11.4,37.6,69.3,134.9,128.1,94.8,201.9,10.8,36.4,731.8
3814,North Interior Karnataka,1994,4.2,0.3,0.2,35.3,16.8,101.8,146,95.9,38.1,200.3,4.2,0,643
3815,North Interior Karnataka,1995,28.3,0.1,5.4,11.8,33.1,75.5,140.9,95.9,104.3,148.9,18.2,0,662.3
3816,North Interior Karnataka,1996,0,0,0.5,20.5,25.1,138.5,98.2,165.2,199.5,154.2,7.5,2.6,811.8
3817,North Interior Karnataka,1997,4.3,0,14.8,22.6,17.5,213,272.8,290.1,76.9,85.3,64.6,33.8,1095.6
3818,North Interior Karnataka,1998,0,0,0.4,6.1,32.7,107.8,140.4,155.4,223.1,172.7,13.9,0.1,852.5
3819,North Interior Karnataka,1999,0,3.4,0.6,3.9,89,93.2,130.5,89.5,97.5,152.9,0.3,0,660.8
3820,North Interior Karnataka,2000,0.4,2.6,0.1,8.4,49,107.5,127.1,164.6,134.4,115.1,2.8,0.5,712.4
3821,North Interior Karnataka,2001,2.1,0,0.1,22.1,13.3,60.9,62.1,108.8,187.1,137.5,2.5,1.4,598
3822,North Interior Karnataka,2002,3.8,7.9,0.3,14.7,40.6,108.2,54.7,118.2,52.2,126.4,3.4,0,530.5
3823,North Interior Karnataka,2003,0.3,1.5,15.2,24.9,3.5,66.9,94.4,104,64.3,92.1,4.2,2.2,473.5
3824,North Interior Karnataka,2004,2.6,2.7,1.6,29.9,93.8,106.1,111.7,92.8,134.6,61.6,4.3,0.2,641.9
3825,North Interior Karnataka,2005,5.8,0.8,5.5,52.5,34.5,98.7,219.4,123.3,159.7,102.3,5,0.1,807.5
3826,North Interior Karnataka,2006,0,0,16.8,12.1,79,130.2,113.9,89.1,136.8,43.6,29,0,650.6
3827,North Interior Karnataka,2007,11.7,6.8,7.7,27,38.9,215.5,117.2,143.4,205.4,40.5,13.5,9.2,836.9
3828,North Interior Karnataka,2008,0.4,9.2,109.2,22.8,29.2,71.6,80.6,147.7,152.5,54.1,29.8,5.3,712.4
3829,North Interior Karnataka,2009,0.3,0,9.9,17.4,63.1,112,134.9,135.4,215.6,168.6,42.3,13.9,913.5
3830,North Interior Karnataka,2010,9.6,2.5,0.5,15.5,39.5,110.1,193.5,207.5,119.2,82.1,71.9,1.2,853.2
3831,North Interior Karnataka,2011,0.5,7.2,7.2,41.2,46.8,101.3,150.8,152,69,73.4,5.7,0,655.2
3832,North Interior Karnataka,2012,28.5,6.2,0.4,35.4,19.5,60,114.5,105.5,79.2,85.2,46.5,2.9,583.8
3833,North Interior Karnataka,2013,1.2,6.1,3,25.4,47.4,99.4,160.7,73.9,201,101,4.2,0.1,723.2
3834,North Interior Karnataka,2014,0,6.1,29.2,26.4,93,50.4,136.8,205.2,90.2,80.3,25,14.1,756.8
3835,North Interior Karnataka,2015,2.4,0,27.5,50.8,45.3,89.6,38.5,78.4,150.8,61.2,5.7,1.7,551.9
3836,North Interior Karnataka,2016,0.3,0.4,6.1,11,50,136.8,162.6,70,155,28.7,3.1,1,625
3837,North Interior Karnataka,2017,0,0,10.7,9.9,44.8,131.3,76.8,105.8,206.6,147.9,4.9,0.9,739.6
3838,South Interior Karnataka,1901,4.9,31.8,3,32.7,109.6,106,210,109.2,140.8,170.1,72.5,12.3,1003
3839,South Interior Karnataka,1902,1.9,0.5,6.7,42.6,97.7,91.7,210,82.1,138.4,219.1,44.6,84.9,1020.1
3840,South Interior Karnataka,1903,0.3,0,1.1,11.6,125.1,129.7,284.4,155.7,197.1,154.2,186.6,24.1,1269.9
3841,South Interior Karnataka,1904,1,0.5,5.2,43.5,144.7,167.9,197.1,73.2,89.6,120.4,2.5,0.3,845.8
3842,South Interior Karnataka,1905,1.7,7.9,14.2,23.6,118.6,95.9,148.4,140.6,43.1,142.8,22.4,0.3,759.4
3843,South Interior Karnataka,1906,14.1,1.5,2.2,4.8,46.1,116.4,211.3,256.3,109.5,173.4,16.5,52.6,1004.5
3844,South Interior Karnataka,1907,4.5,0,11.7,84.7,46.5,137.4,231.5,219.4,146.5,52.6,49.5,14.1,998.5
3845,South Interior Karnataka,1908,8.3,2.4,9.3,44.4,92.5,92.2,263.6,118.1,88,69.6,1.2,0.5,790.2
3846,South Interior Karnataka,1909,19.8,1.2,6.7,42.1,166.6,138.9,245.5,190.5,109,121.5,35.8,9.7,1087.4
3847,South Interior Karnataka,1910,0,1.1,7.5,27,89.8,124.9,254.1,232.6,123.5,219.6,77,0,1157.3
3848,South Interior Karnataka,1911,0.8,0.1,5.2,28.8,123.2,174.8,225.7,84,63.3,156.7,35.8,7.9,906.3
3849,South Interior Karnataka,1912,0.8,4.6,2.7,41.7,70.1,133,291.9,181.3,176.1,190,57.6,0.1,1150.2
3850,South Interior Karnataka,1913,0,0.1,1,22.3,93.4,124.5,257.5,88.4,151,133.6,1.4,3.1,876.4
3851,South Interior Karnataka,1914,0,0.6,1.7,16,62.6,69.6,309.7,153.3,107.9,115.3,64,26,926.7
3852,South Interior Karnataka,1915,9.7,2.6,31.6,43.9,66.5,222.9,184.2,75.7,185,106.7,93.4,9.5,1031.9
3853,South Interior Karnataka,1916,0,0.1,0.2,23.9,146.3,184,188.5,204.7,145.5,178.4,151.6,7.4,1230.7
3854,South Interior Karnataka,1917,0.3,37.2,15.9,18.4,51.8,163.8,104.4,171.2,275.6,160,94.7,1,1094.3
3855,South Interior Karnataka,1918,11.1,0.7,13.9,41,110.1,69.2,47.5,102.7,98.7,47,182.6,8.9,733.3
3856,South Interior Karnataka,1919,4.8,0,7.7,27.1,99.8,152.7,166.9,108.4,225,81.9,132.3,4.7,1011.4
3857,South Interior Karnataka,1920,8.4,0.4,1.7,42.8,58.6,125.1,241.2,92.1,128.1,101.9,28.4,0.1,828.9
3858,South Interior Karnataka,1921,15.4,0,2.9,84.6,47.2,114.9,217.8,169.5,77.5,167.6,88.7,0,986.1
3859,South Interior Karnataka,1922,16.1,1.2,0.3,33.1,109.9,99.5,186.3,114.3,53.4,151.8,129,2.2,897.1
3860,South Interior Karnataka,1923,3.7,3.9,27.2,31.8,73.8,84.3,408.1,207.7,100.3,40,6.7,2.9,990.5
3861,South Interior Karnataka,1924,0.9,0.1,5.8,38.7,96,125.7,460.9,146.7,135.1,58.4,47.1,11.7,1127
3862,South Interior Karnataka,1925,0,0.1,8.4,63,116.5,143.2,221.3,132.6,115.3,65.8,69.4,46.8,982.2
3863,South Interior Karnataka,1926,23,0.4,7.1,37.5,64.1,89.6,234.3,174.2,168.3,89.7,7.6,1.2,897
3864,South Interior Karnataka,1927,0.1,2.5,5.2,11.2,82.5,114.3,249.1,118.5,186.8,19.4,74.2,0,863.7
3865,South Interior Karnataka,1928,0.6,44.3,24,43.4,66.1,112.1,189.1,161.7,37.8,229.7,28.9,12.7,950.5
3866,South Interior Karnataka,1929,4.7,13.7,1.9,127.7,101.3,149.7,178.6,88.8,186,100.9,76.5,5.2,1034.9
3867,South Interior Karnataka,1930,5.2,6.6,10.8,27,156.8,126.9,117.2,85.5,150.5,253.9,40.9,12.1,993.3
3868,South Interior Karnataka,1931,0,0,3,45.7,81.7,116.8,188.2,246,144.6,42.7,117.5,26.3,1012.6
3869,South Interior Karnataka,1932,0,10.4,0.5,35.8,155.8,72.4,262.9,264.3,117.1,227,122.4,1.6,1270.1
3870,South Interior Karnataka,1933,0,2.9,10.5,43.8,176,139.9,216.8,241.6,195.1,236.6,19.2,46.6,1329.2
3871,South Interior Karnataka,1934,5.9,0.4,1.1,40.9,52.6,149.4,158.7,137.5,27.7,173.5,38.3,0.3,786.3
3872,South Interior Karnataka,1935,6.2,1.2,5.2,48.6,52.6,121.9,211,197.1,105.2,191.6,6.8,7.3,954.5
3873,South Interior Karnataka,1936,0,6.2,34.7,15.7,102.1,185.2,156.2,111.6,176.1,89.5,76.5,4.5,958.4
3874,South Interior Karnataka,1937,0.1,9.8,14.6,90.8,81.6,99.6,232.7,78,121.7,147,25.5,9.7,911.2
3875,South Interior Karnataka,1938,0,3.9,17.4,40.7,45.8,144.4,153.8,237.6,178.7,30.6,15.9,2.6,871.4
3876,South Interior Karnataka,1939,3.5,0,13.1,70.5,49.6,92.1,184.7,198.1,114.7,226.6,71.6,0,1024.6
3877,South Interior Karnataka,1940,0,0.1,0.7,60.1,138.3,177.6,203.4,188.7,80.7,174.9,139.7,15.8,1180
3878,South Interior Karnataka,1941,1.2,2.3,2.3,43.8,73.8,154.9,186.5,154.9,129.8,108.4,19.5,60.2,937.6
3879,South Interior Karnataka,1942,0.1,2,0.5,45,91,164.1,247.5,145.9,77.3,109,26.7,23.7,932.9
3880,South Interior Karnataka,1943,24.4,0.9,3.7,48.3,189.9,88.5,243.1,67.5,137,283,50.8,0,1137.1
3881,South Interior Karnataka,1944,0.2,24.3,37,21.7,98.5,100,275.1,82,127.2,178.5,74.4,6.7,1025.7
3882,South Interior Karnataka,1945,0.4,1.2,0.3,54.9,93.3,79.9,260.9,109.9,72.6,85.2,33.7,0.1,792.3
3883,South Interior Karnataka,1946,0.1,2.4,14.8,62.5,86.9,146.8,201.5,255.9,168.1,112.9,150.3,42.9,1245
3884,South Interior Karnataka,1947,8.1,5.9,10,22.4,53.2,83.5,238.9,236.2,139.7,127.6,15.2,17.6,958.3
3885,South Interior Karnataka,1948,4,0.1,3.2,70.7,153.9,135.6,188.6,255.6,61.1,117.7,81.5,2.1,1074.1
3886,South Interior Karnataka,1949,0.1,0.1,3.8,32.1,103.6,82.4,179.5,165.2,107.8,188.3,13.6,0,876.4
3887,South Interior Karnataka,1950,0.1,13.3,0.8,6.5,61.3,91.2,268.8,148.7,154.5,133.7,77.1,0.4,956.5
3888,South Interior Karnataka,1951,0.2,0,13,60.9,135.2,111.7,205.7,89.4,177.9,98,33.3,0,925.3
3889,South Interior Karnataka,1952,0.3,10.7,0.6,40,76.8,106.8,176.2,156.2,66.7,188.6,0.7,48.2,871.8
3890,South Interior Karnataka,1953,0.5,2.2,0.7,71,34.4,163.7,368.5,191.5,113,307.4,2.6,0.5,1255.9
3891,South Interior Karnataka,1954,1.8,0.5,8.9,38.5,127.2,139.3,298.5,175.6,56.9,164.8,0.5,18.6,1031.1
3892,South Interior Karnataka,1955,0.9,0.1,10.4,48.7,168.2,135.9,88.9,151.6,201.2,175.1,18.1,2.9,1002
3893,South Interior Karnataka,1956,0.4,1.4,2.5,68.5,62.5,209.6,251.3,137.1,120.1,265,124,1.2,1243.7
3894,South Interior Karnataka,1957,0,0.5,9.4,18.6,169,174.9,242.6,147.2,47,177.6,77.9,0.1,1064.7
3895,South Interior Karnataka,1958,3.3,1.3,13.1,60.6,134.5,163.2,340.2,201.7,123.1,108.7,59.6,0.6,1210
3896,South Interior Karnataka,1959,0.2,2.5,0.3,25.2,89.8,255.8,425.6,172.2,218.2,55.4,29.3,6.3,1280.9
3897,South Interior Karnataka,1960,0.3,0,15.3,42.4,92.6,119.8,254.3,124.4,162.7,112.8,65.3,0.2,989.9
3898,South Interior Karnataka,1961,2.1,3.4,2.6,62.5,161.6,196.2,492.7,213.5,93.8,165.4,14.3,1.4,1409.5
3899,South Interior Karnataka,1962,1.4,6.9,5.5,81.3,118.5,66.1,310.4,268.5,149.1,203.7,29.6,65.9,1307.2
3900,South Interior Karnataka,1963,1.2,2.8,13,51.6,78.1,108.5,197.5,232.5,92.6,193.8,9,12.3,992.8
3901,South Interior Karnataka,1964,0,0.1,0.7,23.6,51,122.2,280,305.4,182.7,121.5,78.4,3.8,1169.4
3902,South Interior Karnataka,1965,1,0.2,4.6,24.6,42,129.8,245.2,141.1,81.4,17.7,25.8,21.7,735.2
3903,South Interior Karnataka,1966,4.2,0.9,2.5,24.7,90.9,82.3,256.1,91,188.5,132.8,123.2,13.8,1010.9
3904,South Interior Karnataka,1967,5.7,0,4.7,25.7,77.8,136.3,350.4,157.3,57.8,96.2,12.3,16,940.3
3905,South Interior Karnataka,1968,0,8,8.5,47.5,71.8,120.6,284.1,124.7,209.7,99.3,23.4,3.4,1001
3906,South Interior Karnataka,1969,0,0,2.3,37.8,101.9,100.8,289.5,216.3,104,174.8,51.4,27.7,1106.5
3907,South Interior Karnataka,1970,1.4,5.4,4.3,49.5,129.6,99.5,210.1,206.4,129,217.6,20.9,0.2,1073.8
3908,South Interior Karnataka,1971,2,5.3,2.7,37.9,100.5,204.5,174.9,180.7,161.7,122.3,17.4,10.3,1020.2
3909,South Interior Karnataka,1972,0,1.1,0.1,26.9,190.5,153.6,214.6,97.6,176.2,135.7,26.3,41.5,1064
3910,South Interior Karnataka,1973,0,0,0.2,21.8,102.4,214.9,232.7,220.8,118,140.5,26.5,8.7,1086.6
3911,South Interior Karnataka,1974,0.1,0,4.3,34.5,113.2,71,281.8,166.7,235,138.2,6.6,0,1051.5
3912,South Interior Karnataka,1975,4.1,3.2,15.5,21,93,224.8,260.6,252.8,224,157.7,76.3,1.3,1334.3
3913,South Interior Karnataka,1976,0,0.1,2.6,66.9,25.9,64,203.7,148.3,87.2,54.4,106.5,1.7,761.2
